price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3092001,1809,4,2,4,no,no,no,yes,yes,2,no,furnished
6382888,4844,3,2,3,yes,no,yes,no,yes,2,no,unfurnished
8161409,8943,4,2,4,yes,no,no,no,no,2,yes,furnished
5110908,7660,4,2,2,yes,no,yes,no,yes,2,no,furnished
6690664,3995,3,2,3,yes,yes,no,no,yes,2,yes,unfurnished
3843835,2679,5,2,4,yes,yes,no,no,no,3,yes,furnished
1750000,3942,3,4,3,yes,no,yes,no,yes,2,yes,unfurnished
3274721,4943,4,2,3,yes,no,no,no,no,0,yes,furnished
7910937,6503,4,2,3,yes,yes,no,no,no,2,yes,semi-furnished
3146424,5046,5,4,3,no,no,yes,no,yes,2,yes,unfurnished
3313280,4428,3,2,3,yes,no,yes,no,no,0,yes,furnished
7429698,5415,5,2,1,yes,no,no,no,no,2,no,semi-furnished
3484201,2622,5,4,3,yes,no,yes,no,yes,2,yes,unfurnished
6380994,6582,4,2,4,yes,no,no,no,yes,3,no,furnished
4368717,5140,4,2,3,yes,no,no,no,yes,1,yes,furnished
3721790,4379,5,2,4,yes,no,no,no,yes,0,yes,furnished
4905866,9181,3,2,4,yes,no,yes,no,yes,2,yes,furnished
4596393,5528,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
7064940,4485,5,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
2345316,2198,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
1894415,2318,5,4,3,yes,yes,no,no,yes,3,yes,unfurnished
7773877,3921,4,4,4,yes,no,yes,no,yes,2,yes,furnished
3843112,1650,3,2,3,yes,no,yes,no,no,3,no,furnished
5694561,2793,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
4273653,6761,3,4,2,yes,no,no,no,yes,3,yes,semi-furnished
6129385,4503,4,4,3,yes,no,yes,no,yes,3,no,semi-furnished
3510034,4481,4,2,2,yes,no,no,no,yes,2,yes,unfurnished
7931602,3686,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
4130650,6174,4,4,4,yes,no,no,no,yes,2,no,semi-furnished
6348189,4983,5,4,1,no,no,no,no,yes,3,no,unfurnished
6179812,6208,2,4,3,yes,no,no,no,yes,2,yes,semi-furnished
6441483,4509,4,4,4,yes,no,no,no,no,3,yes,furnished
3469936,6804,4,2,4,no,no,no,no,yes,2,yes,furnished
1750000,2773,5,4,2,yes,no,no,no,no,2,yes,unfurnished
3713347,6069,3,2,1,yes,no,no,no,yes,0,yes,semi-furnished
3544908,5421,3,4,4,yes,no,no,no,yes,2,yes,furnished
4571023,5632,4,2,4,yes,no,yes,no,yes,0,yes,unfurnished
2680489,3661,4,2,4,yes,yes,no,no,yes,2,yes,furnished
2744151,3997,4,2,3,yes,no,no,no,yes,0,no,furnished
6965525,5475,4,2,4,no,no,no,no,yes,2,yes,furnished
7424815,5665,4,2,4,yes,no,yes,no,yes,3,no,furnished
2415427,3769,3,2,3,yes,no,no,no,yes,2,yes,furnished
2594076,8414,5,2,3,yes,no,no,no,yes,2,yes,unfurnished
3495080,4934,4,4,3,yes,no,no,no,yes,2,yes,unfurnished
5677610,3229,3,4,1,yes,no,no,no,yes,2,yes,semi-furnished
4050863,2894,5,2,4,yes,no,no,no,yes,2,yes,furnished
1750000,5185,4,2,4,yes,no,yes,no,yes,2,yes,unfurnished
2772855,6007,4,2,4,yes,no,no,no,yes,3,no,semi-furnished
3516137,2198,5,2,1,yes,no,no,no,no,0,no,semi-furnished
5172608,6955,4,4,4,yes,yes,no,no,yes,0,yes,semi-furnished
6681246,3613,4,2,4,yes,no,no,no,yes,2,yes,furnished
6485449,5017,4,2,3,yes,no,yes,no,yes,3,yes,furnished
1750000,4147,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished
6291185,7484,4,4,3,yes,yes,no,no,no,3,yes,furnished
6242919,5078,4,4,1,yes,yes,no,no,yes,0,yes,unfurnished
5595718,1650,3,2,3,yes,no,no,no,yes,2,yes,furnished
5523192,3226,3,2,4,yes,no,no,no,no,2,no,furnished
1750000,5176,4,2,3,yes,no,yes,no,no,3,yes,semi-furnished
3770304,3178,4,2,2,yes,no,no,no,no,0,no,unfurnished
7053055,5015,5,2,4,yes,no,no,no,yes,2,yes,furnished
5608000,4502,4,2,4,yes,yes,no,no,yes,3,no,furnished
2731609,7497,5,4,3,yes,no,no,no,no,2,yes,furnished
3439749,8180,3,4,3,yes,no,yes,no,yes,2,no,semi-furnished
5003092,6558,4,2,4,yes,yes,no,no,yes,3,yes,unfurnished
7018125,8973,3,4,3,yes,no,yes,no,yes,3,yes,semi-furnished
2565166,9961,3,2,2,yes,no,no,no,yes,0,yes,semi-furnished
2220959,1650,4,2,3,no,no,no,no,no,2,no,furnished
3029568,7600,3,4,3,yes,no,no,no,yes,3,yes,unfurnished
4887811,4044,3,4,2,no,no,yes,no,yes,0,yes,furnished
3371269,5411,4,4,2,no,no,no,no,yes,2,yes,unfurnished
3917507,5132,4,4,1,yes,no,yes,no,yes,2,yes,furnished
7329303,6081,5,2,4,yes,no,yes,no,no,2,no,semi-furnished
4389089,5514,3,2,4,no,no,yes,no,yes,2,yes,semi-furnished
3670377,3915,4,2,3,yes,no,no,no,no,2,yes,furnished
3770215,4260,4,2,2,no,no,no,no,yes,0,yes,semi-furnished
2338261,2973,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5524313,11167,3,2,4,yes,yes,yes,no,yes,3,no,semi-furnished
2573317,3284,5,4,3,yes,no,no,no,yes,2,yes,furnished
4181545,8059,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
5693293,4226,3,4,3,yes,no,no,yes,yes,2,yes,semi-furnished
5477486,6186,3,1,3,yes,yes,no,no,yes,2,yes,unfurnished
5083203,4418,4,2,3,yes,no,no,yes,yes,2,yes,semi-furnished
4608066,4664,4,2,4,yes,no,no,no,yes,3,yes,furnished
4010537,5135,3,2,3,yes,yes,no,no,yes,2,yes,unfurnished
3736748,5199,3,2,3,yes,no,no,no,yes,3,no,unfurnished
6419962,5254,5,2,3,yes,no,yes,yes,yes,3,yes,furnished
5531332,4727,4,2,2,yes,yes,yes,no,yes,3,yes,unfurnished
5061794,5901,2,2,4,yes,no,no,no,no,2,yes,furnished
7120138,9369,4,2,4,yes,no,no,no,no,0,yes,unfurnished
2622462,4314,4,2,4,yes,yes,no,no,yes,0,yes,semi-furnished
6602605,1650,4,2,4,yes,no,no,no,no,3,no,furnished
5435650,4379,4,2,4,no,yes,yes,no,no,2,yes,unfurnished
5094200,5166,4,2,4,no,no,no,no,yes,3,no,semi-furnished
4958468,7862,3,4,2,yes,no,no,no,no,2,yes,semi-furnished
4104091,6202,4,2,4,yes,no,yes,yes,no,2,no,furnished
4007436,5363,4,4,4,no,no,no,no,no,3,yes,unfurnished
8966677,6446,4,2,2,yes,no,yes,no,yes,3,no,furnished
8122941,6556,4,2,4,yes,yes,no,no,yes,0,no,furnished
3496018,6195,3,2,4,yes,no,no,no,yes,2,no,semi-furnished
6575609,4861,4,2,4,yes,no,yes,no,yes,0,no,furnished
3792069,7692,4,2,4,yes,no,no,no,yes,2,yes,furnished
6845414,8713,4,2,2,yes,no,no,no,yes,2,yes,semi-furnished
3413188,5814,3,4,4,yes,yes,yes,yes,yes,2,yes,semi-furnished
3403988,2036,4,4,3,yes,no,yes,no,no,2,yes,unfurnished
6910134,5559,4,4,3,yes,no,no,no,yes,2,no,furnished
7042339,6598,4,4,3,yes,no,yes,no,yes,2,yes,furnished
8288541,6148,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
7082929,9338,4,2,3,yes,no,yes,no,yes,2,yes,furnished
3369149,5274,4,4,4,yes,no,yes,no,yes,2,yes,furnished
5964521,2642,4,2,4,yes,no,yes,no,no,2,yes,semi-furnished
5095934,3255,5,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
7163070,6320,5,2,3,yes,no,no,no,no,2,no,semi-furnished
3397970,1650,4,2,4,no,no,no,no,yes,0,yes,furnished
7362642,4463,5,2,4,no,no,yes,no,yes,0,yes,semi-furnished
4580030,2076,4,2,3,yes,yes,no,no,yes,0,yes,unfurnished
2186972,7572,3,2,4,yes,no,no,yes,yes,2,no,furnished
4954649,3863,4,2,4,yes,no,no,no,no,0,no,semi-furnished
7943338,5486,4,2,3,yes,no,no,no,yes,0,yes,furnished
3340568,2208,5,2,4,yes,no,yes,no,yes,2,yes,furnished
5368327,6284,3,2,2,yes,no,yes,no,no,2,no,furnished
5720682,5857,4,2,3,yes,yes,no,no,yes,2,no,semi-furnished
3494859,1673,4,2,3,yes,no,no,no,no,2,no,furnished
1750000,5959,4,2,3,yes,no,yes,no,yes,1,yes,semi-furnished
3517395,5699,3,4,4,no,no,no,no,yes,2,yes,furnished
6332029,5593,3,4,3,yes,yes,yes,no,yes,2,yes,unfurnished
5563678,1650,4,2,4,yes,no,yes,no,no,2,yes,unfurnished
5058139,7879,3,1,4,yes,no,no,yes,yes,3,no,semi-furnished
3632298,8546,5,2,4,yes,no,no,no,yes,2,yes,furnished
4938785,6082,4,2,4,yes,no,no,no,no,2,yes,unfurnished
6348690,4557,4,2,3,yes,yes,no,no,yes,2,yes,furnished
2127119,4264,3,2,3,yes,no,no,no,no,3,yes,semi-furnished
6362769,3252,3,2,4,yes,yes,no,no,yes,0,yes,unfurnished
7650183,6721,3,2,4,yes,no,no,no,no,0,yes,semi-furnished
5690000,3356,4,4,4,no,no,no,no,no,2,yes,furnished
4057690,4544,4,2,3,yes,no,yes,no,yes,3,yes,furnished
4480484,7100,4,2,4,yes,yes,yes,no,yes,2,yes,semi-furnished
4471205,10177,4,2,3,yes,no,no,no,no,2,yes,semi-furnished
6362019,3500,4,2,3,yes,yes,no,no,no,2,yes,semi-furnished
4339799,3420,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
4997525,4371,4,2,4,yes,yes,yes,no,yes,2,yes,semi-furnished
3119575,4498,4,2,4,no,no,yes,no,yes,2,yes,semi-furnished
6011218,8528,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished
8948103,6530,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
6438078,9047,4,2,3,yes,yes,no,no,yes,1,yes,furnished
4336628,6698,4,2,1,yes,no,no,no,yes,0,yes,furnished
3224114,6582,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
5516188,4610,4,4,3,yes,no,yes,no,no,0,yes,unfurnished
7921000,2593,5,2,3,yes,no,no,no,yes,2,yes,unfurnished
5980253,5811,4,2,3,yes,no,no,no,no,2,yes,furnished
6602900,6503,2,4,4,yes,no,no,no,yes,2,no,furnished
4065069,5347,3,2,4,yes,no,yes,no,yes,2,yes,unfurnished
4364910,5327,4,4,4,yes,no,no,no,yes,2,yes,semi-furnished
7082431,4501,3,4,3,yes,no,no,no,no,2,no,furnished
5375353,2692,4,2,3,no,no,no,no,yes,0,yes,furnished
8357068,6212,4,1,3,yes,no,yes,yes,yes,0,yes,unfurnished
5315170,1650,3,2,3,yes,no,no,no,no,0,yes,semi-furnished
4818692,6230,4,2,4,yes,no,no,yes,yes,0,yes,semi-furnished
3492640,7473,4,2,3,yes,no,no,no,yes,3,yes,semi-furnished
11236067,4119,4,2,3,yes,no,no,no,yes,2,no,semi-furnished
4680197,1650,4,2,4,no,no,yes,no,yes,2,yes,unfurnished
2416520,2123,4,1,2,yes,no,no,no,yes,2,yes,unfurnished
2853891,5916,3,2,2,yes,no,yes,no,yes,2,yes,semi-furnished
3801134,9150,2,2,2,yes,yes,no,no,yes,2,yes,unfurnished
4099933,2126,4,4,3,yes,yes,no,no,no,3,yes,furnished
5272927,4220,5,2,4,yes,yes,yes,no,yes,2,yes,furnished
5704164,3527,4,2,4,yes,no,no,no,yes,2,yes,furnished
3424841,5989,4,2,4,yes,no,yes,yes,no,2,no,unfurnished
5073665,7673,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
2498407,8462,3,4,3,yes,no,yes,no,no,0,yes,furnished
5687946,5616,4,2,3,yes,no,no,no,yes,0,yes,semi-furnished
1967926,8786,4,2,3,yes,yes,no,no,yes,0,yes,furnished
6534089,6970,3,1,3,yes,no,no,no,no,0,no,furnished
4356163,6920,3,4,4,yes,no,yes,no,yes,0,no,unfurnished
5479711,7193,2,2,4,yes,no,yes,no,no,2,yes,furnished
9192543,8161,3,4,4,yes,no,no,no,no,2,yes,furnished
5183729,6028,5,2,1,yes,no,yes,yes,no,0,yes,semi-furnished
2629962,6202,5,2,3,yes,no,no,no,yes,0,yes,semi-furnished
4528936,5766,4,4,4,no,no,yes,yes,yes,2,yes,unfurnished
3507800,2519,5,2,3,no,yes,yes,no,no,2,yes,unfurnished
5575498,2111,4,4,4,yes,no,no,no,yes,3,yes,furnished
2546780,6300,4,2,4,yes,no,no,no,yes,3,yes,furnished
7867504,1673,3,2,3,yes,no,no,no,no,1,yes,semi-furnished
7262557,3532,5,2,3,yes,no,yes,no,yes,3,yes,furnished
4996792,7129,4,4,2,yes,no,no,no,yes,2,yes,furnished
4032244,6573,3,2,4,yes,no,no,no,yes,3,no,furnished
1750000,2897,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3031016,4060,5,2,4,no,no,yes,no,yes,2,no,semi-furnished
5901598,10082,4,2,4,yes,no,no,no,yes,3,yes,semi-furnished
5827618,6641,4,2,3,yes,no,no,no,yes,3,no,semi-furnished
5677090,5880,4,2,4,yes,no,no,no,yes,0,yes,semi-furnished
2501169,3581,4,2,3,yes,no,yes,no,yes,2,yes,unfurnished
3702410,6690,3,2,1,yes,no,no,no,yes,2,no,furnished
5338761,4997,3,4,3,yes,no,no,no,yes,2,yes,furnished
7398073,8567,4,2,4,yes,no,no,no,yes,0,yes,semi-furnished
1784364,7453,4,2,4,yes,yes,yes,no,yes,2,yes,semi-furnished
7838135,5038,3,2,1,yes,no,no,no,no,2,yes,semi-furnished
2657435,4920,4,4,4,yes,no,yes,no,no,3,yes,unfurnished
1898581,2479,4,2,4,yes,no,yes,no,no,0,no,furnished
9480738,5036,4,2,2,yes,no,yes,no,yes,2,yes,unfurnished
6481188,3908,5,2,1,yes,no,no,no,yes,0,yes,unfurnished
3625027,7603,4,2,3,yes,no,yes,no,yes,2,yes,unfurnished
5292523,6798,2,2,3,yes,no,no,no,yes,2,no,unfurnished
6521673,1650,4,4,3,yes,no,no,no,yes,1,yes,furnished
4794437,8106,3,2,3,yes,no,no,no,yes,3,yes,furnished
4954762,1650,3,2,3,yes,yes,yes,no,yes,3,yes,furnished
3586745,4342,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
6453074,11048,4,4,4,yes,no,no,no,yes,0,yes,unfurnished
4095696,7017,3,2,4,yes,no,no,no,yes,0,yes,semi-furnished
4460329,5738,3,2,3,yes,no,yes,no,yes,2,yes,furnished
5248648,2323,3,2,4,yes,no,no,no,yes,2,yes,semi-furnished
3092151,3880,3,2,4,yes,no,yes,no,yes,2,yes,furnished
6004534,3893,3,2,4,yes,no,no,no,yes,2,yes,furnished
4404859,3432,4,2,4,yes,yes,no,no,yes,3,yes,semi-furnished
3512838,5668,4,4,3,yes,no,no,no,yes,0,yes,semi-furnished
4504633,7833,3,2,4,yes,yes,no,no,yes,1,yes,furnished
5133399,4657,4,2,3,yes,no,no,no,yes,3,no,furnished
5525990,6920,3,2,4,yes,no,no,no,yes,0,yes,semi-furnished
3207709,3544,5,4,4,yes,no,no,no,yes,3,yes,unfurnished
2952147,2672,3,2,3,yes,no,yes,no,yes,2,yes,unfurnished
3624511,2928,4,2,3,yes,no,no,no,yes,2,yes,furnished
1851278,3959,4,2,1,yes,yes,no,no,no,0,no,unfurnished
5139722,5646,5,2,4,yes,no,no,no,no,0,yes,unfurnished
3673190,6107,5,2,3,yes,yes,no,no,yes,0,yes,semi-furnished
3944046,4285,3,2,3,yes,no,no,no,yes,2,yes,unfurnished
3566967,9281,4,4,4,yes,no,no,no,no,2,yes,semi-furnished
2594128,5455,4,4,4,yes,no,no,no,yes,2,yes,semi-furnished
4542766,4219,4,2,4,yes,no,yes,no,yes,3,no,unfurnished
2540796,9666,4,2,4,yes,no,yes,no,no,2,yes,semi-furnished
2370432,6378,3,2,4,yes,no,no,no,no,3,yes,unfurnished
6515645,10454,4,4,4,yes,no,yes,no,yes,0,yes,unfurnished
5541955,2015,4,4,3,yes,no,yes,yes,no,2,yes,unfurnished
3424881,1650,3,4,4,yes,no,no,yes,yes,2,yes,semi-furnished
4373667,2077,4,4,4,yes,no,yes,no,yes,2,yes,furnished
2834291,6605,3,2,3,yes,no,yes,no,no,2,no,semi-furnished
4491637,3156,4,2,4,no,no,no,no,yes,2,yes,unfurnished
4512562,4116,3,2,4,no,no,no,no,yes,2,yes,furnished
1750000,5713,3,2,4,yes,no,yes,no,no,2,no,unfurnished
4295157,6527,4,4,4,yes,no,no,no,yes,0,yes,unfurnished
6701437,1929,4,2,1,no,no,no,yes,no,2,yes,unfurnished
5678644,7516,4,4,1,yes,no,yes,no,yes,2,yes,semi-furnished
3109698,5513,3,2,3,yes,no,no,no,yes,0,yes,furnished
5855962,4496,2,4,3,yes,no,yes,no,yes,2,no,semi-furnished
4428936,4575,4,2,3,yes,no,no,no,no,2,yes,semi-furnished
1823682,5633,4,4,2,yes,no,no,no,no,2,yes,semi-furnished
5141891,6965,5,2,3,yes,no,no,no,no,0,no,semi-furnished
7800246,4738,4,2,2,yes,no,no,no,yes,2,yes,unfurnished
4294863,8593,4,2,1,yes,no,yes,no,yes,2,yes,furnished
5167212,6356,4,2,3,yes,no,no,no,no,2,yes,furnished
6125565,4702,4,4,4,yes,no,yes,no,yes,2,yes,semi-furnished
4470087,5594,3,2,2,yes,no,no,no,yes,0,yes,semi-furnished
5301722,7485,4,2,2,yes,no,yes,no,no,3,yes,unfurnished
4249677,10291,5,2,4,yes,yes,yes,no,no,0,yes,semi-furnished
2328033,6526,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
5146825,8741,5,4,3,yes,no,no,no,no,2,yes,furnished
3475960,5198,3,4,3,yes,no,yes,no,yes,0,yes,furnished
4186281,2830,4,2,3,yes,yes,no,no,no,2,yes,semi-furnished
7678157,3518,3,2,4,yes,no,no,no,yes,3,yes,furnished
5013470,5863,4,4,4,yes,yes,no,no,no,2,yes,semi-furnished
5625293,5077,4,2,3,yes,no,yes,no,yes,3,yes,semi-furnished
4669297,5263,4,2,3,yes,no,no,no,no,1,yes,furnished
4815596,7179,3,4,4,yes,no,no,yes,no,0,yes,semi-furnished
9223214,2542,4,2,4,yes,yes,yes,no,yes,0,yes,furnished
4109207,4007,3,4,1,yes,no,no,no,no,0,yes,semi-furnished
3212631,7020,4,2,3,yes,no,yes,no,yes,1,yes,semi-furnished
6496342,4970,3,4,4,yes,no,no,no,yes,0,yes,unfurnished
7078585,2550,4,4,4,yes,no,no,no,no,3,yes,semi-furnished
8900621,7568,3,2,3,yes,no,yes,no,no,3,yes,unfurnished
5075079,5404,4,2,3,yes,no,no,no,yes,2,yes,furnished
3911405,3734,5,2,3,yes,no,yes,no,yes,3,yes,furnished
1750000,8601,4,2,3,yes,no,yes,no,yes,3,no,unfurnished
4095856,7741,4,4,3,yes,no,no,no,no,2,yes,furnished
5562069,7563,4,4,4,yes,no,yes,yes,yes,0,yes,semi-furnished
4438233,4723,4,4,3,yes,no,no,yes,yes,0,yes,semi-furnished
8444875,6943,4,2,3,yes,no,no,no,yes,3,yes,semi-furnished
6582637,7402,4,2,1,yes,no,yes,no,yes,0,yes,furnished
5693507,8573,4,2,4,yes,no,no,no,no,3,yes,furnished
6264444,2029,5,2,3,no,no,yes,no,yes,2,yes,semi-furnished
8867968,4814,5,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5091306,4603,3,4,2,yes,no,no,no,no,3,yes,semi-furnished
3420774,6388,5,4,3,yes,no,yes,no,yes,3,yes,unfurnished
7722885,7649,4,2,3,no,no,no,no,no,2,no,furnished
6353401,5241,3,2,4,yes,no,no,no,no,2,yes,furnished
2239375,6421,2,2,3,yes,no,yes,no,yes,3,no,semi-furnished
5271578,3942,3,2,3,yes,no,no,no,no,2,yes,semi-furnished
8247385,4979,4,2,3,yes,no,no,no,no,0,yes,unfurnished
7549121,5306,3,2,2,yes,no,yes,no,yes,0,yes,unfurnished
6160899,6220,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
3940675,7700,4,2,2,no,no,no,no,no,3,yes,semi-furnished
5346281,1788,3,2,3,yes,no,yes,no,yes,2,yes,furnished
4985344,8695,5,4,4,yes,no,no,no,no,2,no,furnished
3778992,5999,3,2,4,yes,no,no,no,yes,3,yes,furnished
5133809,5448,3,2,3,yes,no,no,no,yes,2,yes,furnished
1750000,2584,4,2,3,yes,no,no,no,yes,3,yes,semi-furnished
3383838,10276,3,4,3,yes,no,no,no,yes,3,yes,unfurnished
3044047,5921,3,2,2,no,no,no,no,yes,0,no,semi-furnished
3987114,5187,4,4,4,yes,no,yes,no,yes,2,yes,semi-furnished
2221089,4509,4,2,3,yes,yes,no,yes,yes,0,yes,semi-furnished
3924822,6301,4,2,4,yes,yes,yes,no,yes,0,yes,unfurnished
2818691,2190,5,2,3,no,no,yes,no,yes,3,yes,furnished
3539756,6615,4,2,4,yes,yes,yes,no,no,2,no,furnished
6057450,8596,4,2,3,yes,no,yes,no,yes,3,yes,furnished
5910637,6313,4,2,3,yes,no,no,no,yes,2,no,unfurnished
5012711,2557,3,2,2,yes,no,no,no,yes,3,yes,semi-furnished
6515433,6356,4,2,2,yes,yes,no,no,yes,0,no,semi-furnished
2464292,6346,3,4,3,yes,yes,no,no,yes,2,yes,semi-furnished
3537094,2958,4,2,4,yes,no,yes,no,yes,3,yes,furnished
4186976,5363,4,4,3,no,no,no,no,yes,2,yes,semi-furnished
4141573,7382,3,2,4,yes,no,no,no,yes,3,yes,semi-furnished
5237692,1981,5,2,3,yes,no,yes,no,yes,2,yes,furnished
3879953,5254,3,2,4,yes,no,yes,no,yes,2,no,furnished
6074818,6834,4,4,3,yes,yes,yes,no,yes,3,yes,furnished
3368824,6071,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3868318,3121,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
2929580,6899,3,2,4,yes,no,no,no,yes,0,no,semi-furnished
6479398,5330,4,2,4,yes,no,no,no,yes,3,yes,furnished
3307053,3285,3,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
3838267,6739,4,2,3,yes,no,yes,no,yes,3,no,semi-furnished
1750000,3833,4,2,3,yes,no,no,no,no,2,no,semi-furnished
4051974,4083,4,4,3,yes,no,yes,no,yes,0,yes,unfurnished
3704435,4866,4,2,3,no,no,yes,no,yes,2,yes,semi-furnished
3566400,2914,4,2,1,yes,yes,no,no,no,2,yes,semi-furnished
4089701,5038,4,2,2,no,no,no,no,yes,2,yes,furnished
3868949,3669,5,2,3,yes,no,yes,no,yes,2,yes,furnished
4247134,7336,4,4,4,yes,no,no,no,no,0,yes,semi-furnished
2432835,3613,5,2,3,yes,no,no,no,yes,2,yes,furnished
2766713,5940,4,2,3,yes,no,no,no,yes,2,no,furnished
2966341,7805,3,2,2,yes,yes,no,no,yes,2,yes,semi-furnished
3338237,6801,2,2,4,yes,no,yes,no,no,2,yes,unfurnished
6956372,5219,4,2,4,yes,no,no,no,no,2,yes,unfurnished
6304935,4441,4,2,4,yes,no,no,yes,yes,3,yes,semi-furnished
3388699,4532,4,2,3,yes,no,no,no,yes,2,yes,furnished
2565930,8166,3,4,3,no,no,yes,no,yes,2,yes,semi-furnished
6821124,1650,4,4,4,yes,no,no,no,yes,0,yes,furnished
4142167,5020,5,2,4,yes,no,yes,no,yes,3,yes,furnished
2858913,3849,4,4,3,yes,no,no,no,yes,2,no,unfurnished
6555746,3081,3,4,3,yes,no,no,yes,yes,2,no,furnished
2560202,7292,4,4,4,yes,no,yes,no,no,2,yes,unfurnished
6129097,6754,4,1,3,no,no,no,yes,no,3,no,unfurnished
4872442,5549,4,4,3,yes,no,yes,no,yes,2,yes,furnished
4710519,5879,3,2,4,yes,no,no,no,yes,3,no,unfurnished
3134879,4268,4,4,4,yes,no,no,no,yes,3,yes,furnished
3196317,4253,5,2,4,yes,no,no,no,no,2,yes,furnished
2054329,5595,5,2,1,yes,no,no,no,yes,0,yes,semi-furnished
6528073,6545,3,2,2,yes,no,no,no,yes,2,yes,semi-furnished
5482676,7696,4,4,4,yes,no,no,no,no,0,yes,unfurnished
6968897,5036,3,4,3,yes,yes,no,no,yes,3,no,semi-furnished
2820319,2408,3,2,4,no,no,no,no,yes,3,no,semi-furnished
5331537,4921,4,2,2,yes,no,no,no,yes,2,yes,furnished
5342397,5276,4,2,4,yes,no,yes,no,yes,3,yes,semi-furnished
3795267,4136,3,4,4,yes,no,no,no,yes,0,yes,semi-furnished
1750000,1867,5,2,4,yes,no,yes,yes,yes,2,no,unfurnished
3010053,4496,4,2,3,no,no,no,no,yes,3,yes,furnished
4803450,5416,4,2,2,yes,yes,no,no,no,2,yes,furnished
6820375,2802,5,2,4,yes,yes,yes,no,yes,2,yes,unfurnished
4933252,6518,4,2,4,no,no,no,no,no,2,yes,furnished
5076092,9084,5,2,1,yes,yes,no,no,yes,0,yes,semi-furnished
10504929,4704,4,2,1,no,no,yes,no,yes,2,yes,furnished
4503804,4861,4,4,4,no,no,no,no,yes,2,yes,furnished
5815100,5131,4,2,3,yes,no,no,no,no,2,yes,semi-furnished
7250927,5449,3,2,3,yes,yes,yes,no,yes,0,yes,furnished
6950431,4478,5,2,4,yes,yes,yes,no,yes,2,yes,furnished
1750000,8497,4,2,3,no,no,no,no,yes,0,yes,semi-furnished
2013435,7189,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
7298867,2996,4,4,4,yes,no,no,no,yes,0,yes,semi-furnished
3980820,4276,3,2,4,yes,yes,yes,no,yes,0,yes,furnished
5131508,3978,4,2,3,yes,no,no,no,yes,2,no,furnished
3551150,7347,4,2,4,yes,no,no,no,no,2,no,unfurnished
4696404,2829,3,2,4,yes,yes,no,no,yes,2,yes,semi-furnished
1750000,2214,4,2,4,yes,no,no,no,yes,2,yes,semi-furnished
1750000,1650,4,2,3,yes,no,no,no,yes,2,yes,furnished
5728440,7326,5,2,3,no,yes,yes,yes,no,3,yes,furnished
5582748,4437,5,4,1,yes,no,no,no,yes,2,no,furnished
2316736,6534,3,2,1,yes,yes,no,no,no,3,yes,furnished
4164713,5860,4,2,3,yes,yes,no,no,no,2,yes,furnished
6110616,4066,4,4,4,yes,no,no,no,yes,2,yes,unfurnished
3937338,6725,5,2,3,yes,no,no,no,yes,2,no,semi-furnished
5341264,8143,4,2,4,yes,no,yes,no,yes,2,yes,unfurnished
5819477,8696,3,2,3,yes,no,no,no,yes,0,yes,unfurnished
6719463,9423,4,4,3,yes,no,yes,no,yes,0,yes,semi-furnished
2649056,1650,4,2,4,no,no,yes,no,yes,2,yes,furnished
4008792,6290,3,4,2,yes,no,yes,no,yes,3,yes,furnished
5028712,7717,4,2,1,yes,no,yes,no,yes,2,yes,semi-furnished
4366589,4093,3,4,3,yes,no,yes,no,no,3,no,unfurnished
5237941,6511,4,2,4,yes,yes,no,no,yes,2,no,furnished
5827295,5236,3,1,4,yes,no,no,yes,no,2,yes,furnished
4895190,2310,4,2,3,yes,no,no,no,yes,3,yes,unfurnished
3052464,7167,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
3718180,6751,3,2,3,yes,no,yes,no,yes,2,no,furnished
3007226,6119,4,2,3,yes,no,no,no,yes,2,no,semi-furnished
5042297,4464,4,4,3,yes,no,yes,no,no,2,yes,unfurnished
5607484,1650,4,2,4,yes,no,yes,no,yes,3,yes,unfurnished
