area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
4534,3,1,1,yes,no,no,no,yes,1,yes,furnished,7003400
4409,3,1,1,yes,no,yes,no,yes,2,no,semi-furnished,6540900
2052,2,2,2,no,yes,yes,no,no,0,yes,furnished,6155200
4652,3,1,1,no,yes,no,yes,no,1,no,unfurnished,5865200
6060,4,4,1,no,no,no,no,no,1,no,furnished,6306000
1708,4,1,2,yes,no,yes,yes,yes,2,no,semi-furnished,6170800
6621,2,2,2,yes,no,no,no,no,0,no,semi-furnished,5862100
6450,5,3,1,yes,no,yes,no,yes,0,yes,furnished,7145000
2779,3,4,2,no,yes,no,no,no,2,yes,unfurnished,6677900
3743,4,1,2,yes,yes,no,no,no,1,no,semi-furnished,5974300
4859,5,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6185900
5426,4,2,2,no,yes,yes,yes,yes,1,no,unfurnished,6042600
6381,3,2,1,yes,no,yes,no,no,1,yes,furnished,7288100
2080,4,1,1,no,yes,yes,yes,no,2,no,unfurnished,5358000
4694,3,1,1,yes,no,yes,no,yes,1,no,semi-furnished,6469400
4265,3,3,2,yes,yes,yes,no,yes,1,no,furnished,7326500
6290,3,4,2,no,yes,yes,no,no,1,no,furnished,7179000
3814,4,2,1,no,yes,yes,no,no,1,yes,semi-furnished,6131400
2025,4,2,2,yes,yes,no,no,yes,3,no,furnished,6452500
5506,5,1,1,yes,no,yes,no,no,2,yes,unfurnished,6100600
7222,3,1,2,yes,no,yes,no,no,3,yes,unfurnished,7172200
7279,4,2,1,yes,no,no,no,no,1,no,furnished,6327900
4879,4,2,1,yes,yes,yes,no,yes,3,yes,semi-furnished,6987900
6921,3,3,2,yes,yes,yes,no,no,1,yes,furnished,7742100
5052,3,1,2,yes,no,yes,no,no,0,yes,furnished,7155200
7233,3,1,2,yes,no,yes,no,yes,1,yes,furnished,7723300
3007,2,2,2,yes,no,no,yes,no,3,yes,furnished,6600700
6237,3,3,3,yes,yes,no,no,yes,2,yes,semi-furnished,7573700
6592,4,3,3,no,no,no,no,no,0,no,unfurnished,5559200
6482,2,1,1,yes,yes,no,no,no,1,yes,semi-furnished,6348200
4518,5,2,2,no,no,yes,no,no,3,no,unfurnished,5601800
4862,4,2,1,yes,no,no,no,yes,1,no,semi-furnished,6036200
4775,4,1,2,no,yes,no,no,no,1,no,semi-furnished,5777500
8005,4,1,1,no,no,yes,yes,yes,1,yes,furnished,6800500
5757,3,2,1,no,no,no,no,yes,0,yes,unfurnished,6425700
4394,3,1,1,yes,no,no,no,no,1,no,semi-furnished,6039400
7282,4,1,2,no,no,no,no,no,2,yes,unfurnished,6128200
3666,3,1,3,yes,yes,no,no,yes,1,yes,semi-furnished,7116600
5529,2,1,3,yes,no,no,no,yes,1,no,furnished,6502900
4478,3,2,1,yes,no,no,no,no,1,no,unfurnished,6047800
6691,3,1,3,yes,no,no,no,no,2,yes,semi-furnished,7069100
5681,3,2,2,yes,no,no,yes,yes,2,no,furnished,7118100
6746,4,2,1,yes,yes,no,no,yes,1,yes,furnished,7124600
9161,3,2,3,yes,yes,yes,no,yes,1,no,unfurnished,7416100
5517,2,2,3,no,yes,yes,no,yes,1,no,semi-furnished,6451700
6563,3,3,1,yes,no,no,yes,yes,1,no,semi-furnished,7006300
3012,3,2,1,no,no,no,yes,yes,2,yes,furnished,6951200
6763,4,3,1,yes,no,no,yes,yes,2,no,furnished,6926300
3500,3,2,1,no,no,yes,no,yes,0,yes,semi-furnished,6550000
6683,5,2,1,yes,no,no,no,no,1,no,furnished,6268300
6666,3,2,2,yes,no,no,no,yes,0,no,semi-furnished,6616600
6516,4,2,1,no,no,no,no,no,1,yes,furnished,6351600
5981,3,2,2,yes,yes,no,no,yes,2,yes,unfurnished,7148100
6695,3,3,1,no,no,no,no,no,1,no,furnished,6669500
4403,2,1,1,no,no,yes,no,yes,2,no,furnished,6040300
4192,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished,6369200
5455,3,2,1,yes,no,no,no,no,1,yes,unfurnished,6545500
3178,2,2,1,yes,no,no,no,no,2,no,furnished,6017800
6063,4,1,2,yes,no,yes,no,no,3,yes,furnished,7056300
4457,4,3,2,yes,no,yes,no,no,1,no,furnished,6395700
4426,5,1,1,no,no,no,no,yes,3,yes,semi-furnished,6092600
2730,3,1,2,yes,yes,no,yes,yes,1,yes,furnished,7423000
6157,3,1,3,yes,no,yes,yes,yes,3,yes,furnished,7915700
5477,2,1,2,yes,no,yes,yes,yes,0,yes,furnished,7047700
6176,2,2,1,yes,no,yes,no,yes,1,no,furnished,6617600
3745,4,3,1,yes,no,no,no,yes,1,no,semi-furnished,6124500
6094,3,2,1,yes,yes,no,yes,yes,1,no,semi-furnished,6959400
4208,2,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6420800
4339,4,2,2,yes,yes,no,no,yes,0,no,furnished,6383900
4053,2,1,2,yes,no,yes,no,no,3,yes,furnished,6855300
3615,3,1,1,yes,yes,no,no,no,1,no,furnished,6461500
6445,5,2,2,no,yes,yes,no,yes,0,no,unfurnished,5944500
3362,2,2,3,yes,no,no,no,yes,0,no,semi-furnished,6086200
4855,3,1,1,yes,no,no,no,yes,1,yes,semi-furnished,6735500
6794,4,1,3,yes,no,no,no,no,1,yes,furnished,6779400
1500,2,2,1,yes,yes,no,no,no,3,yes,furnished,6541400
5401,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,6040100
5292,3,2,1,yes,no,no,no,no,1,no,semi-furnished,6329200
4755,2,2,1,no,no,no,no,yes,0,yes,semi-furnished,6025500
6284,5,2,3,yes,no,yes,no,no,1,yes,unfurnished,6578400
4922,3,2,3,no,no,no,yes,yes,1,no,semi-furnished,6642200
6832,5,1,1,no,no,yes,no,no,1,no,semi-furnished,5633200
3073,2,2,1,yes,no,no,no,yes,3,no,furnished,6357300
3729,5,3,2,yes,no,yes,no,yes,1,yes,semi-furnished,6672900
3775,3,1,1,no,yes,no,no,no,1,yes,semi-furnished,6277500
5123,2,2,1,yes,no,no,no,no,0,no,semi-furnished,5712300
2098,3,1,2,no,yes,yes,no,yes,1,no,semi-furnished,6409800
4864,4,2,1,yes,no,no,no,yes,0,yes,semi-furnished,6336400
5375,4,1,1,yes,no,no,no,no,1,no,furnished,5937500
4252,3,2,1,yes,no,no,no,yes,0,yes,semi-furnished,6775200
5570,5,2,2,yes,no,no,no,yes,1,no,unfurnished,5907000
5602,3,1,1,yes,yes,yes,no,yes,0,yes,furnished,7360200
7199,3,1,1,yes,no,no,no,no,1,no,semi-furnished,6319900
5447,2,2,1,yes,no,yes,no,yes,2,yes,semi-furnished,6744700
5179,2,1,2,no,yes,no,no,no,0,yes,unfurnished,5917900
3265,3,1,2,yes,no,no,no,no,0,yes,furnished,6826500
3210,4,2,3,yes,no,yes,no,yes,0,yes,furnished,6921000
5247,2,1,2,yes,no,no,no,yes,2,no,furnished,6574700
7403,4,1,3,no,yes,no,yes,yes,0,no,semi-furnished,6290300
6237,4,2,2,no,no,no,no,no,1,no,semi-furnished,5623700
3150,3,1,1,yes,no,no,no,yes,1,no,furnished,6465000
6721,2,1,1,yes,no,no,no,yes,2,yes,semi-furnished,6522100
5456,3,1,2,no,no,yes,no,yes,2,no,semi-furnished,6645600
6422,2,1,2,yes,no,yes,no,yes,1,no,furnished,6742200
4586,5,2,3,yes,yes,no,yes,yes,2,no,furnished,7008600
2713,4,2,1,yes,yes,yes,no,yes,0,no,semi-furnished,6071300
5207,3,2,1,yes,no,no,no,no,1,yes,semi-furnished,6720700
4264,3,3,1,no,yes,no,no,yes,0,no,furnished,6776400
2469,3,3,1,yes,no,yes,no,yes,1,no,semi-furnished,6646900
5124,3,1,1,yes,no,no,no,yes,0,yes,semi-furnished,6662400
4373,2,2,1,yes,yes,no,no,yes,2,yes,semi-furnished,6687300
5836,3,2,1,yes,yes,yes,no,yes,3,yes,unfurnished,7383600
3504,4,1,1,yes,no,no,no,yes,1,yes,furnished,6400400
5150,4,4,1,yes,no,yes,no,yes,0,no,furnished,6815000
7056,4,1,1,no,no,no,no,yes,1,yes,semi-furnished,6155600
3119,3,2,1,yes,no,yes,no,no,1,no,furnished,6561900
4852,2,2,1,no,yes,yes,no,yes,0,yes,furnished,6685200
7364,3,3,1,no,no,yes,no,yes,1,yes,furnished,7536400
6144,3,2,1,yes,no,no,no,no,1,yes,semi-furnished,6814400
6581,3,1,1,no,no,no,yes,yes,1,yes,furnished,7008100
5466,3,2,1,yes,yes,no,no,yes,3,no,furnished,7296600
6805,2,1,3,yes,no,no,yes,yes,0,yes,unfurnished,6530500
5167,3,1,1,no,no,no,no,yes,0,no,furnished,6266700
3716,5,2,2,no,no,no,no,no,0,yes,furnished,5971600
6027,2,2,1,yes,yes,yes,no,yes,3,yes,furnished,7402700
5239,3,3,1,no,yes,yes,no,yes,1,no,furnished,7123900
5237,2,1,3,yes,no,no,no,no,1,yes,semi-furnished,6323700
4833,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,6033300
2412,3,3,1,yes,no,yes,no,no,1,no,unfurnished,6191200
2568,4,3,2,yes,yes,no,no,yes,1,yes,furnished,6906800
5752,3,2,1,no,no,no,yes,yes,1,yes,semi-furnished,6825200
6404,3,1,2,yes,no,yes,no,yes,1,yes,semi-furnished,7340400
3294,5,2,1,yes,no,yes,no,yes,2,no,unfurnished,5929400
2573,2,1,1,no,no,yes,no,no,0,no,unfurnished,4907300
5109,3,2,2,yes,no,yes,no,yes,1,yes,furnished,7410900
4406,2,2,1,no,no,yes,no,no,3,yes,semi-furnished,6190600
4678,3,2,1,yes,yes,no,no,yes,0,yes,semi-furnished,7017800
6392,3,2,1,no,no,yes,no,yes,0,no,furnished,6739200
5015,2,4,1,yes,yes,no,no,yes,2,no,furnished,7051500
3928,2,1,2,no,no,no,no,yes,1,no,semi-furnished,5742800
6081,4,1,3,yes,no,no,no,yes,1,yes,semi-furnished,6658100
4416,2,3,3,yes,no,yes,no,no,1,yes,semi-furnished,6491600
7035,3,2,1,yes,yes,no,yes,no,0,no,semi-furnished,6703500
5055,3,1,1,yes,no,no,yes,yes,1,yes,furnished,7155500
3664,2,2,2,no,no,no,no,no,3,yes,furnished,6266400
6769,3,4,3,yes,no,no,no,yes,0,yes,furnished,7726900
3885,3,1,2,no,no,yes,yes,no,1,yes,unfurnished,6438500
7697,2,1,2,yes,no,no,no,no,1,no,semi-furnished,6169700
5564,3,2,1,yes,no,no,no,no,1,yes,semi-furnished,6756400
6497,4,2,2,yes,yes,no,yes,no,2,yes,furnished,7049700
5231,3,3,1,yes,no,no,yes,yes,1,no,unfurnished,6673100
3961,3,2,2,no,yes,yes,no,no,2,yes,semi-furnished,6746100
4084,2,1,3,yes,yes,no,no,yes,3,yes,unfurnished,6658400
5479,3,3,1,yes,no,no,no,no,1,no,furnished,6847900
5308,3,1,1,yes,yes,no,yes,yes,0,no,furnished,6880800
4425,4,1,1,yes,no,no,no,yes,1,no,furnished,6092500
4960,5,1,1,yes,no,no,no,yes,1,no,semi-furnished,5846000
3873,2,2,1,yes,no,no,no,yes,0,yes,semi-furnished,6237300
4135,4,1,1,yes,yes,yes,no,yes,0,no,furnished,6313500
3955,4,1,3,no,no,yes,yes,no,0,no,semi-furnished,5645500
6633,3,1,3,yes,yes,no,no,no,1,yes,furnished,7463300
6902,3,1,1,yes,no,yes,yes,yes,2,no,semi-furnished,6890200
4511,3,2,1,yes,no,yes,yes,no,2,no,semi-furnished,6601100
6381,3,1,1,no,no,yes,no,yes,1,yes,furnished,7038100
5577,2,2,1,yes,no,yes,no,yes,1,no,unfurnished,6057700
5997,5,1,2,no,no,no,yes,yes,0,yes,unfurnished,6149700
2279,4,1,1,yes,no,no,no,no,0,no,furnished,5527900
4824,4,2,1,yes,yes,no,no,no,0,no,furnished,6182400
3721,5,2,2,yes,yes,yes,yes,no,2,yes,furnished,6922100
4834,3,2,2,no,yes,no,no,yes,1,yes,furnished,7133400
3849,4,2,1,yes,yes,yes,no,yes,1,yes,semi-furnished,6684900
5887,3,2,2,no,no,no,yes,yes,3,yes,furnished,7338700
1500,3,2,1,yes,no,no,no,yes,0,yes,furnished,6728100
4205,3,1,1,yes,no,no,yes,yes,2,yes,semi-furnished,6870500
6912,3,1,2,yes,no,no,yes,yes,0,yes,semi-furnished,7241200
2795,3,2,1,no,yes,no,no,yes,0,yes,semi-furnished,6529500
4153,4,1,1,yes,no,no,yes,yes,1,no,furnished,6165300
6173,3,3,2,no,no,no,no,yes,1,yes,unfurnished,6767300
2800,3,1,1,yes,no,no,no,yes,0,yes,unfurnished,6230000
2164,4,1,1,no,yes,yes,no,yes,2,no,semi-furnished,5716400
3783,2,1,1,yes,yes,yes,no,yes,1,no,semi-furnished,6078300
6132,4,3,2,yes,yes,no,no,no,1,no,semi-furnished,6313200
1500,3,2,2,no,no,no,yes,no,0,no,furnished,5823700
3442,2,3,3,yes,yes,no,no,yes,1,no,semi-furnished,6294200
6784,3,3,3,yes,yes,yes,no,no,0,no,furnished,7228400
2749,2,1,2,no,no,no,no,no,1,no,semi-furnished,5374900
4822,4,1,1,yes,no,yes,yes,yes,0,yes,unfurnished,6182200
5840,3,3,1,no,no,no,no,no,0,yes,furnished,6884000
4185,5,2,1,no,no,yes,yes,no,2,yes,furnished,6468500
5507,3,1,2,no,no,yes,no,no,1,yes,furnished,7000700
5490,4,2,1,yes,no,yes,no,no,1,no,furnished,6299000
5572,3,1,1,yes,yes,no,no,yes,0,no,semi-furnished,6507200
4878,3,4,2,no,no,yes,no,yes,0,yes,furnished,7387800
5641,3,1,1,yes,no,yes,no,no,3,no,furnished,6814100
6005,3,4,2,yes,no,yes,yes,yes,3,yes,semi-furnished,7900500
7017,4,1,1,yes,no,yes,no,no,2,yes,unfurnished,6251700
4015,2,1,2,yes,no,yes,no,no,0,no,furnished,6151500
5165,3,2,2,no,yes,no,yes,yes,1,no,furnished,6866500
3027,2,2,1,yes,yes,no,no,no,1,no,unfurnished,5602700
3120,3,1,3,no,yes,yes,no,yes,1,no,furnished,6812000
3521,5,1,1,yes,no,no,no,yes,2,no,unfurnished,5602100
4008,3,1,1,yes,yes,no,no,yes,1,no,semi-furnished,6450800
2850,4,1,2,yes,yes,yes,no,yes,2,no,furnished,6685000
5744,4,4,1,no,no,no,no,no,0,yes,unfurnished,6074400
5435,4,1,2,no,no,no,no,yes,0,no,unfurnished,5593500
4506,5,2,1,yes,no,yes,no,yes,2,no,furnished,6550600
7595,3,2,2,yes,no,yes,no,no,2,no,furnished,7109500
7035,3,2,1,yes,no,yes,no,yes,1,yes,furnished,7603500
6643,3,2,2,yes,no,no,no,yes,2,yes,semi-furnished,7214300
6181,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,7118100
2985,3,1,2,yes,no,no,no,yes,1,no,semi-furnished,6448500
4074,3,1,1,yes,no,no,yes,no,1,no,furnished,6407400
6407,5,2,1,yes,no,no,yes,yes,1,no,furnished,6590700
3649,3,2,1,yes,no,no,no,no,2,no,semi-furnished,6264900
5159,3,4,1,yes,no,no,yes,no,0,yes,unfurnished,6915900
4149,3,4,2,yes,no,no,no,no,0,yes,furnished,7214900
4681,4,3,1,no,yes,no,no,yes,1,yes,furnished,6818100
2538,3,2,1,yes,no,no,no,no,1,yes,furnished,6753800
1590,3,2,2,yes,no,yes,yes,yes,3,no,unfurnished,6459000
5984,3,4,1,yes,yes,no,no,no,1,yes,furnished,7698400
3786,3,2,1,yes,no,yes,no,no,1,no,unfurnished,6128600
3379,5,2,2,yes,no,yes,no,yes,0,yes,furnished,6637900
2456,5,1,3,yes,no,no,no,no,1,no,unfurnished,5445600
4429,4,2,2,yes,no,yes,yes,yes,1,no,semi-furnished,6242900
5291,3,1,2,yes,no,no,no,no,1,no,semi-furnished,6429100
5126,3,1,1,yes,no,no,yes,yes,1,yes,unfurnished,6662600
4355,3,1,1,no,no,no,yes,yes,0,yes,furnished,6685500
5196,3,3,1,yes,no,no,no,yes,1,yes,semi-furnished,7169600
5153,3,1,1,no,yes,no,no,yes,1,yes,unfurnished,6465300
3124,2,2,1,yes,no,no,no,yes,1,yes,furnished,6562400
4269,3,2,1,yes,no,no,no,yes,3,yes,furnished,7376900
6956,3,1,1,yes,no,yes,no,yes,1,yes,semi-furnished,7095600
4937,4,3,2,yes,no,yes,no,yes,0,no,furnished,6593700
5505,2,2,1,yes,no,yes,no,no,1,yes,unfurnished,6200500
6058,3,2,2,yes,no,no,no,yes,1,yes,furnished,7355800
4353,2,2,2,yes,no,no,no,yes,1,no,semi-furnished,5985300
3239,2,3,1,no,no,no,yes,no,1,no,furnished,5923900
5873,3,1,3,no,no,no,no,yes,0,no,unfurnished,6137300
4715,3,2,3,yes,yes,no,no,no,2,yes,furnished,7571500
6638,3,3,2,yes,no,no,no,yes,3,no,furnished,7413800
2498,5,2,2,yes,yes,no,no,yes,0,no,unfurnished,5699800
3569,2,1,1,no,no,no,no,yes,3,yes,semi-furnished,6006900
3635,4,1,2,yes,yes,no,no,no,1,yes,furnished,6663500
4879,4,2,1,yes,no,yes,no,no,0,yes,furnished,6537900
5029,3,1,1,no,yes,no,no,yes,0,no,furnished,6452900
5109,3,1,2,yes,no,yes,yes,no,0,yes,furnished,7260900
6111,3,1,1,yes,yes,yes,no,no,1,yes,semi-furnished,6961100
5878,4,2,1,yes,yes,yes,no,no,1,no,furnished,6537800
6044,3,3,2,no,yes,yes,no,yes,2,yes,furnished,7704400
7068,4,2,1,no,no,no,yes,no,1,no,semi-furnished,5806800
4332,3,3,2,no,no,no,no,yes,2,no,unfurnished,6283200
5116,4,2,1,yes,no,yes,no,no,1,yes,semi-furnished,6361600
3646,4,1,1,yes,yes,no,no,no,2,yes,unfurnished,5964600
4009,2,1,2,yes,yes,no,no,yes,1,yes,furnished,6950900
5140,3,3,1,yes,no,no,no,yes,2,yes,furnished,7564000
5970,3,1,1,yes,no,no,no,yes,3,yes,semi-furnished,7047000
6316,5,1,1,no,no,yes,yes,no,1,yes,semi-furnished,6081600
5688,5,1,2,yes,no,no,yes,yes,2,yes,furnished,7118800
5834,3,2,1,no,yes,yes,no,no,0,yes,furnished,7033400
6771,3,2,2,yes,no,yes,no,yes,1,yes,furnished,7577100
3534,2,2,1,yes,no,no,yes,yes,3,no,furnished,6503400
3643,3,1,3,yes,no,no,no,yes,1,yes,unfurnished,6714300
5917,3,3,2,yes,no,no,no,no,0,no,unfurnished,6291700
3675,2,3,1,yes,no,no,no,no,0,no,semi-furnished,5767500
4455,4,1,1,no,yes,no,no,no,3,yes,unfurnished,5845500
4606,3,1,2,yes,yes,yes,yes,yes,2,yes,semi-furnished,7560600
4995,3,1,1,no,yes,no,no,no,1,yes,semi-furnished,6399500
4891,3,1,2,no,no,no,no,no,2,yes,furnished,6889100
2899,2,1,3,yes,no,no,yes,yes,1,no,furnished,6339900
5573,3,1,2,no,yes,yes,no,no,1,yes,semi-furnished,6907300
4689,2,2,2,no,no,no,no,yes,3,no,semi-furnished,5918900
1500,4,4,2,yes,no,no,no,no,1,yes,unfurnished,6042700
2434,4,2,2,no,no,no,yes,yes,2,yes,semi-furnished,6093400
3007,4,1,2,yes,yes,no,no,no,0,yes,furnished,6500700
6521,4,2,2,no,no,yes,no,yes,1,no,semi-furnished,6052100
4208,4,2,1,yes,no,no,no,yes,1,yes,furnished,6670800
7239,2,1,2,yes,no,yes,no,no,0,yes,furnished,6873900
3061,3,2,2,yes,no,yes,no,no,3,yes,semi-furnished,6856100
5109,4,2,1,yes,yes,yes,no,yes,2,yes,unfurnished,6710900
7987,5,1,1,no,no,no,no,no,0,no,semi-furnished,5498700
4163,3,1,1,yes,no,yes,no,no,1,yes,semi-furnished,6566300
7653,4,2,1,yes,no,yes,no,yes,1,yes,unfurnished,6665300
5397,3,2,3,yes,no,yes,no,no,1,no,unfurnished,6589700
5507,4,3,1,yes,no,no,no,yes,1,yes,semi-furnished,6700700
4995,2,2,2,yes,yes,no,no,yes,0,yes,semi-furnished,6549500
3441,3,1,3,yes,yes,no,no,no,0,yes,semi-furnished,6744100
3517,4,2,3,yes,yes,yes,no,no,1,no,semi-furnished,6301700
4528,5,1,3,yes,no,yes,no,yes,0,no,semi-furnished,6152800
6910,3,2,1,yes,no,yes,no,yes,3,no,furnished,7391000
5145,3,2,2,no,yes,no,yes,no,1,no,furnished,6614500
5712,4,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6271200
6628,2,2,1,yes,yes,yes,no,no,1,yes,unfurnished,6512800
4882,3,3,2,yes,yes,no,no,no,0,no,unfurnished,6388200
7069,2,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6706900
7523,3,2,1,yes,yes,no,yes,yes,1,yes,unfurnished,7302300
3870,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,6887000
5421,3,4,2,yes,yes,yes,no,no,0,no,semi-furnished,6992100
5935,3,3,3,yes,no,no,no,yes,0,yes,furnished,7443500
5340,2,2,1,no,yes,no,no,yes,1,no,furnished,6284000
6502,3,2,1,yes,no,yes,no,yes,1,yes,furnished,7550200
3791,3,2,1,no,yes,no,no,no,1,no,semi-furnished,6079100
5425,4,1,2,no,no,no,no,no,1,yes,furnished,6342500
6037,4,2,2,yes,no,yes,no,yes,1,yes,furnished,7003700
2438,4,2,1,yes,yes,no,no,yes,0,no,semi-furnished,5893800
5075,3,1,1,yes,no,yes,no,yes,1,no,unfurnished,6307500
3574,4,2,2,yes,no,no,no,yes,3,no,furnished,6407400
4153,3,2,1,no,no,yes,yes,yes,0,no,furnished,6615300
5876,3,4,2,no,no,yes,no,yes,2,no,furnished,7287600
4153,2,1,1,yes,no,no,no,yes,1,no,furnished,6065300
3862,2,3,2,yes,yes,yes,no,yes,1,yes,semi-furnished,6886200
5610,3,4,1,yes,no,no,yes,yes,0,no,semi-furnished,7011000
6415,3,2,1,yes,no,no,no,yes,1,no,furnished,6991500
3636,4,2,1,yes,no,yes,yes,no,2,no,semi-furnished,6013600
4385,2,1,2,yes,yes,yes,no,yes,3,yes,furnished,7338500
8087,5,1,2,yes,no,no,no,yes,0,no,furnished,6658700
3406,5,2,3,yes,yes,no,no,yes,0,no,furnished,6590600
4481,2,2,1,yes,yes,yes,no,yes,1,yes,furnished,7048100
8710,4,1,2,yes,yes,no,no,yes,2,no,furnished,7121000
4447,3,2,2,no,no,yes,no,no,2,yes,furnished,6894700
6861,3,1,1,yes,no,yes,no,yes,1,yes,furnished,7386100
4986,3,2,1,yes,yes,yes,no,no,2,yes,semi-furnished,7148600
5920,3,1,2,yes,no,no,no,yes,3,no,semi-furnished,6942000
3654,3,2,1,yes,yes,no,yes,no,1,no,semi-furnished,6465400
5423,3,3,1,yes,no,yes,no,yes,0,no,unfurnished,6642300
6906,4,1,2,no,no,yes,no,yes,2,no,semi-furnished,6290600
5626,3,4,1,no,no,no,no,yes,0,yes,furnished,7312600
4790,3,1,1,no,no,no,no,yes,2,no,furnished,6429000
5997,3,1,1,yes,no,no,yes,no,0,yes,semi-furnished,6599700
6279,3,1,1,yes,no,yes,no,no,3,yes,unfurnished,6777900
3594,4,3,2,yes,no,no,no,yes,0,no,unfurnished,5809400
5172,2,1,1,yes,yes,yes,no,yes,2,no,semi-furnished,6317200
5503,4,1,1,yes,no,no,no,no,0,no,semi-furnished,5550300
3446,5,2,3,yes,no,no,no,no,2,yes,furnished,6744600
6255,4,2,2,no,no,no,no,no,0,no,semi-furnished,5525500
6428,5,2,1,no,no,yes,no,no,1,no,semi-furnished,5792800
3410,3,2,1,yes,no,yes,no,yes,1,no,unfurnished,6341000
9548,3,2,2,yes,no,yes,no,no,1,yes,furnished,7604800
5381,2,2,1,yes,no,no,no,yes,1,yes,furnished,6788100
4132,3,1,1,yes,no,no,no,no,1,yes,unfurnished,6213200
6518,4,1,3,no,yes,no,no,yes,0,no,semi-furnished,6101800
7335,3,1,2,yes,no,no,no,no,1,no,furnished,6933500
5416,5,2,1,yes,no,no,no,yes,1,yes,furnished,6791600
2221,3,1,1,no,no,yes,no,yes,2,yes,furnished,6722100
6016,2,1,2,no,yes,no,no,yes,0,yes,unfurnished,6251600
7315,4,2,2,yes,no,yes,yes,no,0,no,unfurnished,5981500
3300,3,1,1,yes,yes,yes,no,yes,2,no,semi-furnished,6630000
6328,3,2,2,yes,yes,yes,no,no,0,yes,furnished,7382800
3741,2,3,1,yes,no,no,yes,yes,0,no,semi-furnished,6124100
8498,3,3,2,yes,yes,no,no,yes,2,yes,furnished,8099800
4323,3,3,1,no,no,no,no,yes,1,yes,semi-furnished,6782300
5087,3,4,2,no,no,no,yes,no,1,yes,unfurnished,6708700
6702,5,1,2,no,yes,yes,no,no,3,yes,unfurnished,6520200
4191,3,2,1,yes,no,no,yes,yes,1,no,furnished,6869100
4513,4,1,3,yes,yes,no,no,yes,0,yes,unfurnished,6401300
4986,3,2,1,yes,yes,yes,no,no,3,yes,furnished,7548600
5460,3,2,2,yes,no,yes,no,no,1,no,furnished,6796000
1614,3,1,1,yes,yes,yes,no,no,0,no,furnished,6311400
4946,2,2,3,no,no,no,no,no,1,no,semi-furnished,5794600
8646,3,1,1,yes,no,yes,no,yes,2,no,semi-furnished,6964600
3133,4,1,1,yes,no,yes,no,yes,1,yes,semi-furnished,6213300
3788,3,1,1,yes,yes,no,no,no,0,yes,unfurnished,6278800
1991,2,3,1,yes,yes,yes,no,no,1,yes,unfurnished,6249100
8464,2,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,7046400
5590,4,2,1,no,no,yes,no,yes,2,yes,unfurnished,6259000
6509,3,2,3,yes,yes,no,yes,no,2,no,furnished,7450900
5314,2,1,2,no,no,no,no,yes,0,yes,semi-furnished,6181400
5430,2,1,2,yes,no,no,no,yes,2,no,semi-furnished,6293000
5652,2,3,1,no,yes,yes,no,yes,1,no,semi-furnished,6365200
4107,3,1,3,yes,yes,no,no,yes,1,no,unfurnished,6560700
3975,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,6197500
5240,3,1,2,no,no,no,no,yes,1,yes,furnished,7074000
3420,3,2,2,yes,no,yes,no,no,0,no,semi-furnished,6192000
5666,2,2,1,yes,no,no,no,no,2,yes,semi-furnished,6366600
4485,2,1,1,no,no,yes,no,yes,1,no,furnished,5948500
4905,3,2,2,yes,yes,no,no,yes,2,no,unfurnished,6640500
6304,5,1,3,no,no,yes,no,no,0,no,unfurnished,5580400
1500,3,1,1,yes,no,no,no,no,1,no,furnished,6025000
4937,5,3,2,yes,yes,no,no,yes,1,yes,semi-furnished,6843700
4455,3,3,2,yes,no,no,yes,yes,0,no,furnished,6995500
2709,3,3,2,yes,no,yes,no,yes,1,no,furnished,6970900
5420,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,6142000
6438,3,3,1,no,no,no,no,yes,2,no,furnished,6993800
5643,3,2,1,yes,no,no,no,no,0,yes,semi-furnished,6664300
4709,3,3,2,no,no,no,no,yes,2,yes,furnished,7220900
6634,4,2,1,yes,no,no,yes,no,3,no,semi-furnished,6263400
4117,4,1,1,yes,no,yes,no,yes,0,yes,furnished,6511700
1954,2,2,3,no,no,no,no,yes,1,no,unfurnished,5545400
5137,2,2,2,yes,yes,yes,no,yes,0,no,furnished,6613700
5957,3,3,1,no,yes,yes,no,no,0,no,unfurnished,6345700
5546,4,1,1,yes,yes,no,no,yes,1,no,furnished,6404600
3864,3,1,1,yes,yes,yes,no,yes,1,no,semi-furnished,6586400
4213,3,1,1,yes,yes,no,no,yes,0,no,semi-furnished,6371300
6176,3,2,1,yes,no,yes,no,yes,0,no,semi-furnished,6717600
5234,3,2,1,yes,no,no,no,yes,2,yes,furnished,7373400
8727,3,2,2,yes,no,no,yes,yes,1,yes,furnished,7722700
